id,vertex_ind,distance,angle,x,y
"1","0",0.00000000000000,306.60707481139411,101.9853468000,2.5862851540
"1","1",0.00017121518267,305.33399181433560,101.9852094000,2.5863872540
"1","2",0.00033948922186,302.88116924391886,101.9850700000,2.5864815000
"1","3",0.00049641839019,301.97194875417273,101.9849364000,2.5865639650
"1","4",0.00064731098981,302.61549472522842,101.9848088000,2.5866444670
"1","5",0.00078073936077,302.98617976054067,101.9846969000,2.5867171140
"1","6",0.00113418874739,6.21389634384484,101.9844004000,2.5869095330
"1","7",0.00121806763336,96.62157849539513,101.9844790000,2.5869389850
"1","8",0.00150396465727,76.14742041692423,101.9847165000,2.5867799450
"1","9",0.00158215854581,345.18080815756485,101.9847538000,2.5868486660
"1","10",0.00183877859164,4.25520641713622,101.9845359000,2.5869841440
"1","11",0.00193288121204,62.23660900683548,101.9846223000,2.5870214500
"1","12",0.00207669684022,70.67285458981806,101.9847440000,2.5870980250
"1","13",0.00216364492422,100.84775820880553,101.9848304000,2.5871078420
"1","14",0.00222601364012,180.14065954041703,101.9848854000,2.5870783900
"1","15",0.00245262064564,183.97019096230295,101.9846851000,2.5869723640
"1","16",0.00253981225116,91.68323033272561,101.9847558000,2.5869213140
"1","17",0.00269341427238,132.71303937145879,101.9848854000,2.5870037790
"1","18",0.00284448560938,188.29366927803719,101.9848147000,2.5868702640
"1","19",0.00292457922153,145.22477380815181,101.9848304000,2.5867917260
"1","20",0.00297307301258,177.59322455710873,101.9848716000,2.5867662010
"1","21",0.00304886343954,177.82786322882143,101.9848108000,2.5867210410
"1","22",0.00336917169819,120.10411591034763,101.9850817000,2.5865502210
"1","23",0.00344031820513,127.05138855070321,101.9851446000,2.5865168420
"1","24",0.00351113884849,137.12271658837844,101.9851937000,2.5864657920
"1","25",0.00358761288425,120.71035039612057,101.9852447000,2.5864088520
"1","26",0.00369857856334,84.49701053293256,101.9853527000,2.5863833270
"1","27",0.00376536494253,7.84116848930524,101.9854136000,2.5864108150
"1","28",0.00400368841268,306.83847688659512,101.9852310000,2.5865639650
"1","29",0.00406740249099,301.83585344838775,101.9851779000,2.5865993070
"1","30",0.00424421169527,314.43641527028029,101.9850248000,2.5866876630
"1","31",0.00437722045637,332.55458037435722,101.9849561000,2.5868015430
"1","32",0.00450381390521,21.73349661682467,101.9849050000,2.5869173870
"1","33",0.00456981641363,32.95840190495266,101.9849659000,2.5869429120
"1","34",0.00465426785837,61.37248771803092,101.9849639000,2.5870273410
"1","35",0.00473486528434,152.99317385433261,101.9850307000,2.5869821810
"1","36",0.00479380168576,210.92028480112521,101.9850287000,2.5869232770
"1","37",0.00488001507812,180.55819591851127,101.9849541000,2.5868800810
"1","38",0.00496722878825,92.30996173984956,101.9850287000,2.5868349220
"1","39",0.00503747553307,121.71747441016510,101.9850916000,2.5868663370
"1","40",0.00511012341277,150.48187826682627,101.9850916000,2.5867936890
"1","41",0.00519026514365,196.21627862405538,101.9851603000,2.5867524570
"1","42",0.00534346506463,195.94419015888920,101.9850071000,2.5867563840
"1","43",0.00559164623999,121.95517913248757,101.9852211000,2.5866307220
"1","44",0.00590477287799,153.83784739426852,101.9854823000,2.5864579380
"1","45",0.00598548979614,211.72471421126414,101.9854764000,2.5863774370
"1","46",0.00607000968728,192.37799465568179,101.9854037000,2.5863342400
"1","47",0.00614625653445,98.19880906645150,101.9854469000,2.5862714100
"1","48",0.00618673422114,85.22246168912388,101.9854784000,2.5862969350
"1","49",0.00625443788111,176.33444230746099,101.9855373000,2.5862635560
"1","50",0.00632315884840,181.94685377617617,101.9854823000,2.5862223230
"1","51",0.00639833640470,130.76360519849254,101.9855392000,2.5861732370
"2","0",0.00000000000000,302.36663806523114,101.9852761000,2.5862635560
"2","1",0.00016504715249,303.82669351949147,101.9851367000,2.5863519120
"2","2",0.00032139794827,302.30361242615248,101.9850091000,2.5864422310
"2","3",0.00048578977766,301.11285939992109,101.9848658000,2.5865227320
"2","4",0.00064481760995,303.61016526113650,101.9847322000,2.5866091240
"2","5",0.00079458183303,304.39365074019634,101.9846085000,2.5866935530
"2","6",0.00095415417918,302.77562675772197,101.9844770000,2.5867838720
"2","7",0.00112150930889,239.87340989401434,101.9843337000,2.5868702640
"2","8",0.00120596075363,150.37351490814120,101.9843356000,2.5867858350
"2","9",0.00169027022268,122.49911135176418,101.9847460000,2.5865286230
"2","10",0.00209491849294,124.58640538919883,101.9850857000,2.5863087160
"2","11",0.00224100807954,155.57646509750745,101.9852035000,2.5862223230
"2","12",0.00230998102921,243.75531465143388,101.9851976000,2.5861536020
"2","13",0.00280181015298,302.70553405991615,101.9847833000,2.5864186690
"2","14",0.00311715124495,303.19054209748811,101.9845182000,2.5865894900
"2","15",0.00340468196022,223.35582763897190,101.9842787000,2.5867485300
"2","16",0.00360102758102,133.41008494053992,101.9843965000,2.5865914530
"2","17",0.00399039139297,122.73439364712206,101.9847205000,2.5863754730
"2","18",0.00446388161564,152.67752707273155,101.9851230000,2.5861261140
"2","19",0.00455831140824,243.52965481307260,101.9851171000,2.5860318680
"2","20",0.00501030312139,303.70321275753497,101.9847401000,2.5862812270
"2","21",0.00527768664259,225.21864072529692,101.9845182000,2.5864304500
"2","22",0.00543071031248,146.88930245632690,101.9846027000,2.5863028250
"2","23",0.00562678085673,79.02453579815253,101.9847087000,2.5861378950
"2","24",0.00571072865595,68.40583562721963,101.9847244000,2.5862203600
"2","25",0.00587096400620,160.72476735310025,101.9848540000,2.5861261140
"2","26",0.00593003108717,165.21108066058028,101.9848383000,2.5860691740
"2","27",0.00602166371832,130.04790839249586,101.9849031000,2.5860043800
"2","28",0.00611045449924,153.30162627372326,101.9849757000,2.5859533300
"2","29",0.00618509166562,120.71942647034871,101.9849737000,2.5858787190
"2","30",0.00627130505798,33.13580446500175,101.9850484000,2.5859219150
"2","31",0.00634242446664,334.57577927550699,101.9850562000,2.5859925990
"2","32",0.00651997346162,302.81136679866398,101.9849070000,2.5860888080
"3","0",0.00000000000000,4.18491611679857,101.9856021000,2.5860456120
"3","1",0.00008071691814,4.87855696322193,101.9856079000,2.5861261140
"3","2",0.00016160082876,62.46497567744881,101.9856158000,2.5862066160
"3","3",0.00023368935807,123.25222012190545,101.9856786000,2.5861712740
"3","4",0.00031497739361,94.72360694664866,101.9857434000,2.5861221870
"3","5",0.00040368129507,93.14502364410173,101.9858220000,2.5861634200
"3","6",0.00071626574337,94.08426406000925,101.9860811000,2.5859886720
"3","7",0.00078388393688,93.28942410048595,101.9861420000,2.5860181240
"3","8",0.00102573201270,204.28599959503578,101.9863462000,2.5858885360
"3","9",0.00123016731447,205.63911917245699,101.9861499000,2.5859454760
"3","10",0.00147257266302,124.58747820381528,101.9863482000,2.5858060710
"3","11",0.00180204155081,123.53598888521259,101.9866211000,2.5856215060
"3","12",0.00202914138401,176.91472135910141,101.9868115000,2.5854978080
"3","13",0.00209752493042,267.76074777884349,101.9867585000,2.5854546120
"3","14",0.00237692964708,304.48124448676464,101.9865288000,2.5856136520
"3","15",0.00259313283486,303.03312413391916,101.9863501000,2.5857353860
"3","16",0.00282415413026,302.65846073536551,101.9861538000,2.5858571210
"3","17",0.00300549501698,303.18686529707048,101.9860026000,2.5859572570
"3","18",0.00322987949343,288.01777603470072,101.9858141000,2.5860789910
"3","19",0.00337146633412,198.23669669585956,101.9856727000,2.5860868450
"3","20",0.00368623230944,122.50858311457102,101.9859358000,2.5859140610
"3","21",0.00394014902913,123.25636763304031,101.9861518000,2.5857805460
"3","22",0.00416727432433,121.81589622195067,101.9863383000,2.5856509580
"3","23",0.00432193934799,121.43963524482658,101.9864738000,2.5855763460
"3","24",0.00459204841543,191.57554165003478,101.9866977000,2.5854251600
"3","25",0.00469601893735,265.41214349504889,101.9865956000,2.5854055260
"3","26",0.00482762910086,287.03537580132001,101.9864640000,2.5854094530
"3","27",0.00506239968365,25.82549188884965,101.9862657000,2.5855351140
"3","28",0.00535363392157,26.29757674716648,101.9865406000,2.5854389040
"3","29",0.00583994123946,227.52768588975158,101.9861341000,2.5857059340
"3","30",0.00598928012330,228.01198501929085,101.9862048000,2.5855743830
"3","31",0.00631004541559,19.30300975862609,101.9859398000,2.5857550210
"3","32",0.00644000485999,18.96288069983402,101.9860694000,2.5857452040
"3","33",0.00676293222891,302.79941531220572,101.9858004000,2.5859238780
"3","34",0.00691111789947,293.97538955650873,101.9856747000,2.5860024160
"3","35",0.00692541207643,285.94539590507952,101.9856610000,2.5860063430
"4","0",0.00000000000000,306.80388871467352,101.9854695000,2.5861226780
"4","1",0.00017042811195,273.24633774600301,101.9853331000,2.5862247780
"4","2",0.00024434513238,181.48892026126975,101.9852692000,2.5861874720
"4","3",0.00055557152241,132.31462274487768,101.9855294000,2.5860166510
"4","4",0.00063729117364,193.64142114704779,101.9855805000,2.5859528390
"4","5",0.00069749760564,275.38971812907556,101.9855255000,2.5859282960
"4","6",0.00102402958213,270.74803918323681,101.9852575000,2.5861148240
"4","7",0.00111333986499,179.42096221246740,101.9851829000,2.5860657380
"4","8",0.00151700206067,153.99755706852062,101.9855245000,2.5858507390
"4","9",0.00159939999238,245.17480159907819,101.9855162000,2.5857687650
"4","10",0.00200460046278,267.72163096938976,101.9851824000,2.5859984890
"4","11",0.00208555583614,176.48175842261750,101.9851195000,2.5859474400
"4","12",0.00231491071843,122.58435884746946,101.9853139000,2.5858257050
"4","13",0.00253056936915,174.61732233800612,101.9854946000,2.5857078980
"4","14",0.00260139001251,264.69173227421453,101.9854435000,2.5856588120
"4","15",0.00300056722694,270.82632979236791,101.9851097000,2.5858777370
"4","16",0.00307549437261,180.54224096791006,101.9850459000,2.5858384680
"4","17",0.00330996508119,123.09569213074248,101.9852432000,2.5857118250
"4","18",0.00347360770126,143.19833555739623,101.9853797000,2.5856215060
"4","19",0.00359378421395,234.26538053979513,101.9854150000,2.5855066440
"4","20",0.00373027619927,304.30144697168765,101.9853041000,2.5855861640
"4","21",0.00381686884762,302.69247561619972,101.9852315000,2.5856332870
"4","22",0.00404945554725,239.20568719799894,101.9850351000,2.5857579660
"4","23",0.00414786858712,145.20328345142144,101.9850420000,2.5856597930
"4","24",0.00428802209376,119.46556142518067,101.9851696000,2.5856018710
"4","25",0.00453228504242,154.91746434370307,101.9853709000,2.5854634480
"4","26",0.00461707816669,244.55195627317389,101.9853630000,2.5853790190
"4","27",0.00477418533934,299.01479203078725,101.9852324000,2.5854663930
"4","28",0.00497982632968,222.31788322307884,101.9850449000,2.5855508210
"4","29",0.00507918963015,135.56326628633829,101.9850940000,2.5854644290
"4","30",0.00536928488616,174.15506541009213,101.9853434000,2.5853161880
"4","31",0.00544641773328,266.45289603594375,101.9852864000,2.5852641570
"4","32",0.00569429581733,246.01824068808682,101.9850842000,2.5854074890
"4","33",0.00577831820878,154.82426367539080,101.9850744000,2.5853240420
"4","34",0.00602747801651,195.48187826629288,101.9852835000,2.5851885640
"4","35",0.00616991319819,227.38932001105047,101.9851411000,2.5851836550
"4","36",0.00624504587046,122.52607217983864,101.9851323000,2.5851090440
"4","37",0.00632351045462,88.97883978109726,101.9851991000,2.5851502760
"4","38",0.00640485182682,119.65910923548165,101.9852697000,2.5851100260
"5","0",0.00000000000000,118.20162821609023,101.9856683000,2.5859214240
"5","1",0.00007686373092,126.33799680572807,101.9857361000,2.5858851000
"5","2",0.00015253325456,140.28132593024998,101.9857901000,2.5858320870
"5","3",0.00029330430141,131.40558842997544,101.9858686000,2.5857152610
"5","4",0.00045267720847,127.34191326537784,101.9860109000,2.5856435950
"5","5",0.00053331050069,131.37848120526837,101.9860649000,2.5855837090
"5","6",0.00060384477848,124.51674452546808,101.9861229000,2.5855434580
"5","7",0.00068934534972,122.89963730982707,101.9861935000,2.5854953540
"5","8",0.00076999656908,121.26278418848429,101.9862623000,2.5854531390
"5","9",0.00085013829995,197.55147289472956,101.9863310000,2.5854119070
"5","10",0.00099975121510,289.62560022153707,101.9861818000,2.5854227060
"5","11",0.00107655850004,311.86024001927166,101.9861189000,2.5854668840
"5","12",0.00115376628193,303.32814495939920,101.9860679000,2.5855248060
"5","13",0.00124566148636,297.19763964058626,101.9859805000,2.5855532760
"5","14",0.00131026188112,307.66922612694157,101.9859285000,2.5855915630
"5","15",0.00138983637931,303.82747557843589,101.9858666000,2.5856416310
"5","16",0.00147374972896,301.76964272792929,101.9857930000,2.5856818820
"5","17",0.00155272851938,3.21619985761383,101.9857282000,2.5857270420
"5","18",0.00163311640666,2.23115715136266,101.9857989000,2.5857653290
"5","19",0.00171263032280,301.55424034056279,101.9857321000,2.5858085250
"5","20",0.00178873799864,301.41124041349906,101.9856664000,2.5858468120
"5","21",0.00184701660713,253.29086602485339,101.9856173000,2.5858782280
"5","22",0.00192436781110,162.46312275538455,101.9855859000,2.5858075430
"5","23",0.00200450954198,183.28869271526625,101.9856546000,2.5857663110
"5","24",0.00208535173681,184.45359608348411,101.9855809000,2.5857329320
"5","25",0.00224273472447,121.28077924290371,101.9857125000,2.5856465400
"5","26",0.00234514548340,121.58454798379547,101.9858018000,2.5855964720
"5","27",0.00249299582185,122.40274172056759,101.9859246000,2.5855140070
